Year,Sex,Overall Position,Finish Time (min)
2022,Male,1.0,48.217
2022,Male,3.0,48.383
2022,Male,4.0,48.867
2022,Male,5.0,48.883
2022,Male,6.0,48.917
2022,Male,8.0,49.683
2022,Male,9.0,50.683
2022,Male,10.0,50.717
2022,Male,12.0,51.483
2022,Male,13.0,51.917
2022,Male,14.0,52.083
2022,Male,16.0,52.433
2022,Male,17.0,52.45
2022,Male,18.0,52.5
2022,Male,19.0,52.517
2022,Male,19.0,52.517
2022,Male,21.0,52.633
2022,Male,22.0,52.717
2022,Male,23.0,52.867
2022,Male,26.0,52.95
2022,Male,27.0,53.117
2022,Male,28.0,53.133
2022,Male,29.0,53.183
2022,Male,31.0,53.317
2022,Male,32.0,53.55
2022,Male,33.0,53.633
2022,Male,34.0,53.883
2022,Male,35.0,54.083
2022,Male,36.0,54.4
2022,Male,39.0,54.5
2022,Male,40.0,54.533
2022,Male,41.0,54.667
2022,Male,42.0,54.833
2022,Male,44.0,54.883
2022,Male,45.0,54.9
2022,Male,46.0,54.917
2022,Male,47.0,54.967
2022,Male,48.0,55.1
2022,Male,50.0,55.25
2022,Male,51.0,55.367
2022,Male,53.0,55.4
2022,Male,55.0,55.583
2022,Male,56.0,55.6
2022,Male,57.0,55.667
2022,Male,58.0,55.8
2022,Male,59.0,55.817
2022,Male,60.0,55.917
2022,Male,61.0,55.933
2022,Male,64.0,56.533
2022,Male,65.0,56.55
2022,Male,66.0,56.667
2022,Male,68.0,56.867
2022,Male,70.0,56.883
2022,Male,71.0,57.05
2022,Male,72.0,57.15
2022,Male,73.0,57.183
2022,Male,74.0,57.267
2022,Male,75.0,57.35
2022,Male,76.0,57.367
2022,Male,77.0,57.417
2022,Male,78.0,57.433
2022,Male,79.0,57.467
2022,Male,80.0,57.6
2022,Male,81.0,57.683
2022,Male,82.0,57.717
2022,Male,82.0,57.717
2022,Male,84.0,57.883
2022,Male,85.0,57.917
2022,Male,87.0,58.033
2022,Male,88.0,58.067
2022,Male,89.0,58.2
2022,Male,90.0,58.233
2022,Male,91.0,58.25
2022,Male,92.0,58.317
2022,Male,94.0,58.483
2022,Male,95.0,58.5
2022,Male,96.0,58.55
2022,Male,98.0,58.817
2022,Male,99.0,58.833
2022,Male,100.0,58.85
2022,Male,101.0,58.867
2022,Male,102.0,58.883
2022,Male,103.0,58.9
2022,Male,105.0,58.983
2022,Male,106.0,59.0
2022,Male,106.0,59.0
2022,Male,108.0,59.067
2022,Male,109.0,59.133
2022,Male,110.0,59.183
2022,Male,111.0,59.25
2022,Male,112.0,59.35
2022,Male,112.0,59.35
2022,Male,115.0,59.383
2022,Male,116.0,59.45
2022,Male,116.0,59.45
2022,Male,118.0,59.517
2022,Male,119.0,59.533
2022,Male,120.0,59.55
2022,Male,121.0,59.567
2022,Male,122.0,59.633
2022,Male,123.0,59.65
2022,Male,123.0,59.65
2022,Male,125.0,59.667
2022,Male,125.0,59.667
2022,Male,127.0,59.7
2022,Male,128.0,59.733
2022,Male,129.0,59.833
2022,Male,130.0,59.967
2022,Male,131.0,60.1
2022,Male,132.0,60.133
2022,Male,134.0,60.167
2022,Male,136.0,60.217
2022,Male,137.0,60.333
2022,Male,138.0,60.35
2022,Male,138.0,60.35
2022,Male,140.0,60.367
2022,Male,141.0,60.383
2022,Male,143.0,60.433
2022,Male,146.0,60.6
2022,Male,148.0,60.767
2022,Male,148.0,60.767
2022,Male,150.0,60.783
2022,Male,152.0,60.817
2022,Male,153.0,60.833
2022,Male,154.0,60.917
2022,Male,155.0,60.933
2022,Male,155.0,60.933
2022,Male,157.0,61.017
2022,Male,159.0,61.1
2022,Male,161.0,61.133
2022,Male,162.0,61.183
2022,Male,163.0,61.217
2022,Male,164.0,61.3
2022,Male,165.0,61.317
2022,Male,167.0,61.433
2022,Male,168.0,61.533
2022,Male,169.0,61.567
2022,Male,170.0,61.583
2022,Male,171.0,61.617
2022,Male,172.0,61.667
2022,Male,173.0,61.717
2022,Male,173.0,61.717
2022,Male,175.0,61.75
2022,Male,176.0,61.767
2022,Male,177.0,61.833
2022,Male,178.0,61.85
2022,Male,178.0,61.85
2022,Male,180.0,61.883
2022,Male,181.0,61.917
2022,Male,181.0,61.917
2022,Male,183.0,61.95
2022,Male,186.0,62.117
2022,Male,187.0,62.167
2022,Male,187.0,62.167
2022,Male,189.0,62.2
2022,Male,189.0,62.2
2022,Male,189.0,62.2
2022,Male,192.0,62.233
2022,Male,192.0,62.233
2022,Male,194.0,62.283
2022,Male,195.0,62.3
2022,Male,197.0,62.383
2022,Male,200.0,62.4
2022,Male,201.0,62.433
2022,Male,203.0,62.483
2022,Male,203.0,62.483
2022,Male,205.0,62.533
2022,Male,206.0,62.55
2022,Male,206.0,62.55
2022,Male,208.0,62.583
2022,Male,210.0,62.633
2022,Male,212.0,62.667
2022,Male,213.0,62.7
2022,Male,214.0,62.717
2022,Male,215.0,62.733
2022,Male,216.0,62.783
2022,Male,217.0,62.833
2022,Male,218.0,62.867
2022,Male,220.0,62.9
2022,Male,221.0,62.95
2022,Male,222.0,62.983
2022,Male,222.0,62.983
2022,Male,225.0,63.05
2022,Male,226.0,63.1
2022,Male,229.0,63.183
2022,Male,229.0,63.183
2022,Male,232.0,63.233
2022,Male,233.0,63.25
2022,Male,234.0,63.267
2022,Male,234.0,63.267
2022,Male,237.0,63.283
2022,Male,239.0,63.333
2022,Male,239.0,63.333
2022,Male,241.0,63.35
2022,Male,244.0,63.4
2022,Male,245.0,63.417
2022,Male,245.0,63.417
2022,Male,247.0,63.433
2022,Male,248.0,63.45
2022,Male,249.0,63.467
2022,Male,250.0,63.533
2022,Male,252.0,63.567
2022,Male,253.0,63.617
2022,Male,253.0,63.617
2022,Male,255.0,63.65
2022,Male,256.0,63.667
2022,Male,257.0,63.683
2022,Male,258.0,63.7
2022,Male,259.0,63.717
2022,Male,260.0,63.75
2022,Male,261.0,63.783
2022,Male,263.0,63.833
2022,Male,263.0,63.833
2022,Male,263.0,63.833
2022,Male,263.0,63.833
2022,Male,267.0,63.85
2022,Male,268.0,63.867
2022,Male,269.0,63.933
2022,Male,269.0,63.933
2022,Male,269.0,63.933
2022,Male,274.0,63.967
2022,Male,275.0,63.983
2022,Male,275.0,63.983
2022,Male,277.0,64.0
2022,Male,278.0,64.083
2022,Male,280.0,64.117
2022,Male,280.0,64.117
2022,Male,282.0,64.15
2022,Male,284.0,64.167
2022,Male,284.0,64.167
2022,Male,286.0,64.217
2022,Male,287.0,64.25
2022,Male,292.0,64.417
2022,Male,292.0,64.417
2022,Male,294.0,64.467
2022,Male,296.0,64.483
2022,Male,296.0,64.483
2022,Male,296.0,64.483
2022,Male,299.0,64.533
2022,Male,300.0,64.55
2022,Male,301.0,64.567
2022,Male,302.0,64.6
2022,Male,302.0,64.6
2022,Male,304.0,64.617
2022,Male,304.0,64.617
2022,Male,306.0,64.633
2022,Male,307.0,64.65
2022,Male,308.0,64.667
2022,Male,308.0,64.667
2022,Male,311.0,64.7
2022,Male,311.0,64.7
2022,Male,313.0,64.75
2022,Male,313.0,64.75
2022,Male,313.0,64.75
2022,Male,316.0,64.783
2022,Male,317.0,64.8
2022,Male,318.0,64.883
2022,Male,319.0,64.9
2022,Male,319.0,64.9
2022,Male,319.0,64.9
2022,Male,322.0,64.95
2022,Male,322.0,64.95
2022,Male,324.0,64.983
2022,Male,325.0,65.0
2022,Male,326.0,65.017
2022,Male,327.0,65.05
2022,Male,328.0,65.067
2022,Male,329.0,65.083
2022,Male,331.0,65.117
2022,Male,332.0,65.133
2022,Male,332.0,65.133
2022,Male,334.0,65.15
2022,Male,335.0,65.167
2022,Male,335.0,65.167
2022,Male,337.0,65.2
2022,Male,338.0,65.217
2022,Male,340.0,65.233
2022,Male,341.0,65.25
2022,Male,342.0,65.267
2022,Male,342.0,65.267
2022,Male,344.0,65.283
2022,Male,345.0,65.367
2022,Male,345.0,65.367
2022,Male,347.0,65.383
2022,Male,347.0,65.383
2022,Male,349.0,65.4
2022,Male,350.0,65.433
2022,Male,351.0,65.45
2022,Male,351.0,65.45
2022,Male,354.0,65.467
2022,Male,354.0,65.467
2022,Male,356.0,65.5
2022,Male,357.0,65.517
2022,Male,360.0,65.55
2022,Male,361.0,65.567
2022,Male,363.0,65.6
2022,Male,364.0,65.633
2022,Male,366.0,65.65
2022,Male,369.0,65.717
2022,Male,370.0,65.733
2022,Male,372.0,65.783
2022,Male,372.0,65.783
2022,Male,374.0,65.833
2022,Male,375.0,65.85
2022,Male,375.0,65.85
2022,Male,375.0,65.85
2022,Male,378.0,65.867
2022,Male,380.0,65.9
2022,Male,381.0,65.967
2022,Male,382.0,66.017
2022,Male,383.0,66.033
2022,Male,384.0,66.067
2022,Male,385.0,66.1
2022,Male,385.0,66.1
2022,Male,387.0,66.117
2022,Male,387.0,66.117
2022,Male,391.0,66.15
2022,Male,391.0,66.15
2022,Male,393.0,66.167
2022,Male,394.0,66.183
2022,Male,394.0,66.183
2022,Male,396.0,66.217
2022,Male,396.0,66.217
2022,Male,398.0,66.233
2022,Male,398.0,66.233
2022,Male,401.0,66.25
2022,Male,402.0,66.3
2022,Male,403.0,66.317
2022,Male,404.0,66.35
2022,Male,406.0,66.367
2022,Male,406.0,66.367
2022,Male,408.0,66.383
2022,Male,410.0,66.4
2022,Male,410.0,66.4
2022,Male,413.0,66.417
2022,Male,414.0,66.433
2022,Male,415.0,66.5
2022,Male,417.0,66.583
2022,Male,418.0,66.6
2022,Male,420.0,66.617
2022,Male,420.0,66.617
2022,Male,422.0,66.633
2022,Male,424.0,66.667
2022,Male,424.0,66.667
2022,Male,424.0,66.667
2022,Male,427.0,66.683
2022,Male,427.0,66.683
2022,Male,427.0,66.683
2022,Male,427.0,66.683
2022,Male,432.0,66.717
2022,Male,432.0,66.717
2022,Male,434.0,66.733
2022,Male,435.0,66.75
2022,Male,436.0,66.767
2022,Male,437.0,66.783
2022,Male,440.0,66.817
2022,Male,441.0,66.867
2022,Male,441.0,66.867
2022,Male,441.0,66.867
2022,Male,441.0,66.867
2022,Male,445.0,66.917
2022,Male,445.0,66.917
2022,Male,447.0,66.95
2022,Male,449.0,66.983
2022,Male,449.0,66.983
2022,Male,452.0,67.0
2022,Male,452.0,67.0
2022,Male,452.0,67.0
2022,Male,455.0,67.017
2022,Male,455.0,67.017
2022,Male,457.0,67.033
2022,Male,457.0,67.033
2022,Male,457.0,67.033
2022,Male,461.0,67.05
2022,Male,461.0,67.05
2022,Male,463.0,67.067
2022,Male,464.0,67.1
2022,Male,465.0,67.117
2022,Male,468.0,67.15
2022,Male,468.0,67.15
2022,Male,468.0,67.15
2022,Male,472.0,67.167
2022,Male,473.0,67.233
2022,Male,473.0,67.233
2022,Male,475.0,67.267
2022,Male,478.0,67.283
2022,Male,479.0,67.317
2022,Male,479.0,67.317
2022,Male,482.0,67.383
2022,Male,483.0,67.4
2022,Male,483.0,67.4
2022,Male,486.0,67.417
2022,Male,486.0,67.417
2022,Male,486.0,67.417
2022,Male,489.0,67.433
2022,Male,490.0,67.45
2022,Male,491.0,67.467
2022,Male,492.0,67.5
2022,Male,492.0,67.5
2022,Male,492.0,67.5
2022,Male,495.0,67.517
2022,Male,497.0,67.533
2022,Male,497.0,67.533
2022,Male,499.0,67.567
2022,Male,499.0,67.567
2022,Male,503.0,67.583
2022,Male,503.0,67.583
2022,Male,505.0,67.6
2022,Male,508.0,67.617
2022,Male,508.0,67.617
2022,Male,510.0,67.633
2022,Male,510.0,67.633
2022,Male,512.0,67.667
2022,Male,512.0,67.667
2022,Male,512.0,67.667
2022,Male,512.0,67.667
2022,Male,516.0,67.683
2022,Male,518.0,67.7
2022,Male,519.0,67.717
2022,Male,519.0,67.717
2022,Male,519.0,67.717
2022,Male,519.0,67.717
2022,Male,523.0,67.75
2022,Male,523.0,67.75
2022,Male,523.0,67.75
2022,Male,527.0,67.767
2022,Male,527.0,67.767
2022,Male,529.0,67.783
2022,Male,531.0,67.8
2022,Male,531.0,67.8
2022,Male,533.0,67.833
2022,Male,533.0,67.833
2022,Male,533.0,67.833
2022,Male,533.0,67.833
2022,Male,537.0,67.85
2022,Male,538.0,67.883
2022,Male,539.0,67.917
2022,Male,539.0,67.917
2022,Male,539.0,67.917
2022,Male,542.0,67.933
2022,Male,542.0,67.933
2022,Male,544.0,67.983
2022,Male,547.0,68.0
2022,Male,548.0,68.017
2022,Male,548.0,68.017
2022,Male,551.0,68.033
2022,Male,552.0,68.067
2022,Male,553.0,68.083
2022,Male,555.0,68.117
2022,Male,555.0,68.117
2022,Male,558.0,68.133
2022,Male,559.0,68.167
2022,Male,561.0,68.2
2022,Male,561.0,68.2
2022,Male,564.0,68.25
2022,Male,564.0,68.25
2022,Male,567.0,68.267
2022,Male,567.0,68.267
2022,Male,567.0,68.267
2022,Male,570.0,68.283
2022,Male,570.0,68.283
2022,Male,573.0,68.317
2022,Male,574.0,68.333
2022,Male,575.0,68.367
2022,Male,575.0,68.367
2022,Male,575.0,68.367
2022,Male,578.0,68.383
2022,Male,578.0,68.383
2022,Male,580.0,68.4
2022,Male,580.0,68.4
2022,Male,584.0,68.433
2022,Male,584.0,68.433
2022,Male,586.0,68.45
2022,Male,587.0,68.483
2022,Male,587.0,68.483
2022,Male,587.0,68.483
2022,Male,587.0,68.483
2022,Male,591.0,68.5
2022,Male,591.0,68.5
2022,Male,593.0,68.517
2022,Male,593.0,68.517
2022,Male,595.0,68.533
2022,Male,595.0,68.533
2022,Male,597.0,68.55
2022,Male,598.0,68.567
2022,Male,599.0,68.583
2022,Male,599.0,68.583
2022,Male,599.0,68.583
2022,Male,602.0,68.617
2022,Male,603.0,68.633
2022,Male,604.0,68.65
2022,Male,605.0,68.667
2022,Male,605.0,68.667
2022,Male,605.0,68.667
2022,Male,609.0,68.683
2022,Male,609.0,68.683
2022,Male,609.0,68.683
2022,Male,612.0,68.7
2022,Male,612.0,68.7
2022,Male,614.0,68.717
2022,Male,616.0,68.733
2022,Male,616.0,68.733
2022,Male,618.0,68.75
2022,Male,618.0,68.75
2022,Male,618.0,68.75
2022,Male,621.0,68.767
2022,Male,622.0,68.817
2022,Male,623.0,68.85
2022,Male,623.0,68.85
2022,Male,623.0,68.85
2022,Male,627.0,68.883
2022,Male,628.0,68.9
2022,Male,628.0,68.9
2022,Male,631.0,68.917
2022,Male,632.0,68.967
2022,Male,632.0,68.967
2022,Male,634.0,69.0
2022,Male,635.0,69.017
2022,Male,635.0,69.017
2022,Male,639.0,69.05
2022,Male,639.0,69.05
2022,Male,642.0,69.067
2022,Male,642.0,69.067
2022,Male,644.0,69.083
2022,Male,644.0,69.083
2022,Male,644.0,69.083
2022,Male,644.0,69.083
2022,Male,648.0,69.1
2022,Male,649.0,69.133
2022,Male,650.0,69.15
2022,Male,650.0,69.15
2022,Male,652.0,69.167
2022,Male,653.0,69.183
2022,Male,653.0,69.183
2022,Male,653.0,69.183
2022,Male,656.0,69.2
2022,Male,658.0,69.233
2022,Male,661.0,69.267
2022,Male,662.0,69.283
2022,Male,662.0,69.283
2022,Male,666.0,69.3
2022,Male,668.0,69.333
2022,Male,668.0,69.333
2022,Male,668.0,69.333
2022,Male,668.0,69.333
2022,Male,673.0,69.367
2022,Male,673.0,69.367
2022,Male,676.0,69.417
2022,Male,676.0,69.417
2022,Male,678.0,69.433
2022,Male,678.0,69.433
2022,Male,678.0,69.433
2022,Male,682.0,69.45
2022,Male,682.0,69.45
2022,Male,682.0,69.45
2022,Male,682.0,69.45
2022,Male,687.0,69.467
2022,Male,689.0,69.483
2022,Male,691.0,69.5
2022,Male,692.0,69.517
2022,Male,693.0,69.533
2022,Male,693.0,69.533
2022,Male,693.0,69.533
2022,Male,696.0,69.55
2022,Male,696.0,69.55
2022,Male,698.0,69.567
2022,Male,699.0,69.6
2022,Male,700.0,69.617
2022,Male,705.0,69.65
2022,Male,707.0,69.667
2022,Male,708.0,69.683
2022,Male,708.0,69.683
2022,Male,708.0,69.683
2022,Male,712.0,69.7
2022,Male,712.0,69.7
2022,Male,712.0,69.7
2022,Male,715.0,69.717
2022,Male,719.0,69.75
2022,Male,720.0,69.767
2022,Male,721.0,69.783
2022,Male,721.0,69.783
2022,Male,721.0,69.783
2022,Male,724.0,69.8
2022,Male,724.0,69.8
2022,Male,724.0,69.8
2022,Male,727.0,69.817
2022,Male,727.0,69.817
2022,Male,727.0,69.817
2022,Male,730.0,69.833
2022,Male,732.0,69.85
2022,Male,734.0,69.867
2022,Male,734.0,69.867
2022,Male,736.0,69.883
2022,Male,736.0,69.883
2022,Male,736.0,69.883
2022,Male,739.0,69.9
2022,Male,739.0,69.9
2022,Male,739.0,69.9
2022,Male,743.0,69.917
2022,Male,743.0,69.917
2022,Male,743.0,69.917
2022,Male,746.0,69.95
2022,Male,747.0,69.967
2022,Male,748.0,70.0
2022,Male,748.0,70.0
2022,Male,748.0,70.0
2022,Male,752.0,70.05
2022,Male,752.0,70.05
2022,Male,752.0,70.05
2022,Male,752.0,70.05
2022,Male,756.0,70.067
2022,Male,757.0,70.083
2022,Male,757.0,70.083
2022,Male,757.0,70.083
2022,Male,760.0,70.1
2022,Male,761.0,70.117
2022,Male,763.0,70.133
2022,Male,763.0,70.133
2022,Male,766.0,70.15
2022,Male,766.0,70.15
2022,Male,766.0,70.15
2022,Male,769.0,70.167
2022,Male,771.0,70.183
2022,Male,771.0,70.183
2022,Male,773.0,70.217
2022,Male,774.0,70.233
2022,Male,774.0,70.233
2022,Male,776.0,70.25
2022,Male,779.0,70.3
2022,Male,779.0,70.3
2022,Male,779.0,70.3
2022,Male,782.0,70.317
2022,Male,782.0,70.317
2022,Male,785.0,70.4
2022,Male,785.0,70.4
2022,Male,785.0,70.4
2022,Male,785.0,70.4
2022,Male,789.0,70.417
2022,Male,789.0,70.417
2022,Male,792.0,70.45
2022,Male,792.0,70.45
2022,Male,797.0,70.483
2022,Male,797.0,70.483
2022,Male,799.0,70.5
2022,Male,799.0,70.5
2022,Male,799.0,70.5
2022,Male,799.0,70.5
2022,Male,799.0,70.5
2022,Male,805.0,70.533
2022,Male,805.0,70.533
2022,Male,807.0,70.55
2022,Male,807.0,70.55
2022,Male,807.0,70.55
2022,Male,810.0,70.567
2022,Male,812.0,70.583
2022,Male,814.0,70.6
2022,Male,815.0,70.617
2022,Male,815.0,70.617
2022,Male,815.0,70.617
2022,Male,819.0,70.633
2022,Male,819.0,70.633
2022,Male,822.0,70.65
2022,Male,824.0,70.683
2022,Male,825.0,70.7
2022,Male,825.0,70.7
2022,Male,828.0,70.75
2022,Male,828.0,70.75
2022,Male,830.0,70.767
2022,Male,830.0,70.767
2022,Male,830.0,70.767
2022,Male,830.0,70.767
2022,Male,830.0,70.767
2022,Male,835.0,70.783
2022,Male,835.0,70.783
2022,Male,835.0,70.783
2022,Male,839.0,70.817
2022,Male,840.0,70.833
2022,Male,840.0,70.833
2022,Male,844.0,70.883
2022,Male,844.0,70.883
2022,Male,847.0,70.917
2022,Male,848.0,70.933
2022,Male,848.0,70.933
2022,Male,848.0,70.933
2022,Male,851.0,70.95
2022,Male,851.0,70.95
2022,Male,851.0,70.95
2022,Male,854.0,70.967
2022,Male,856.0,71.0
2022,Male,857.0,71.017
2022,Male,859.0,71.033
2022,Male,859.0,71.033
2022,Male,861.0,71.05
2022,Male,862.0,71.067
2022,Male,862.0,71.067
2022,Male,866.0,71.083
2022,Male,866.0,71.083
2022,Male,869.0,71.1
2022,Male,871.0,71.133
2022,Male,872.0,71.15
2022,Male,873.0,71.167
2022,Male,873.0,71.167
2022,Male,875.0,71.183
2022,Male,875.0,71.183
2022,Male,877.0,71.2
2022,Male,880.0,71.217
2022,Male,881.0,71.233
2022,Male,881.0,71.233
2022,Male,883.0,71.25
2022,Male,884.0,71.267
2022,Male,887.0,71.3
2022,Male,887.0,71.3
2022,Male,887.0,71.3
2022,Male,890.0,71.317
2022,Male,890.0,71.317
2022,Male,895.0,71.367
2022,Male,895.0,71.367
2022,Male,895.0,71.367
2022,Male,898.0,71.383
2022,Male,898.0,71.383
2022,Male,898.0,71.383
2022,Male,901.0,71.4
2022,Male,901.0,71.4
2022,Male,901.0,71.4
2022,Male,904.0,71.417
2022,Male,905.0,71.433
2022,Male,908.0,71.45
2022,Male,909.0,71.467
2022,Male,909.0,71.467
2022,Male,909.0,71.467
2022,Male,913.0,71.5
2022,Male,913.0,71.5
2022,Male,913.0,71.5
2022,Male,916.0,71.517
2022,Male,916.0,71.517
2022,Male,920.0,71.533
2022,Male,921.0,71.55
2022,Male,923.0,71.567
2022,Male,925.0,71.583
2022,Male,926.0,71.6
2022,Male,928.0,71.617
2022,Male,928.0,71.617
2022,Male,930.0,71.633
2022,Male,930.0,71.633
2022,Male,932.0,71.65
2022,Male,935.0,71.667
2022,Male,936.0,71.683
2022,Male,936.0,71.683
2022,Male,936.0,71.683
2022,Male,939.0,71.7
2022,Male,942.0,71.717
2022,Male,942.0,71.717
2022,Male,942.0,71.717
2022,Male,945.0,71.733
2022,Male,945.0,71.733
2022,Male,947.0,71.75
2022,Male,947.0,71.75
2022,Male,950.0,71.767
2022,Male,950.0,71.767
2022,Male,950.0,71.767
2022,Male,954.0,71.8
2022,Male,954.0,71.8
2022,Male,954.0,71.8
2022,Male,954.0,71.8
2022,Male,958.0,71.817
2022,Male,959.0,71.833
2022,Male,960.0,71.85
2022,Male,962.0,71.867
2022,Male,963.0,71.883
2022,Male,963.0,71.883
2022,Male,963.0,71.883
2022,Male,968.0,71.933
2022,Male,970.0,71.95
2022,Male,972.0,71.967
2022,Male,974.0,71.983
2022,Male,974.0,71.983
2022,Male,974.0,71.983
2022,Male,977.0,72.0
2022,Male,980.0,72.017
2022,Male,981.0,72.033
2022,Male,982.0,72.067
2022,Male,983.0,72.1
2022,Male,984.0,72.117
2022,Male,986.0,72.133
2022,Male,987.0,72.15
2022,Male,987.0,72.15
2022,Male,987.0,72.15
2022,Male,992.0,72.167
2022,Male,993.0,72.183
2022,Male,993.0,72.183
2022,Male,993.0,72.183
2022,Male,993.0,72.183
2022,Male,993.0,72.183
2022,Male,998.0,72.2
2022,Male,998.0,72.2
2022,Male,1001.0,72.233
2022,Male,1001.0,72.233
2022,Male,1003.0,72.25
2022,Male,1003.0,72.25
2022,Male,1003.0,72.25
2022,Male,1003.0,72.25
2022,Male,1010.0,72.283
2022,Male,1010.0,72.283
2022,Male,1010.0,72.283
2022,Male,1014.0,72.317
2022,Male,1015.0,72.35
2022,Male,1016.0,72.367
2022,Male,1016.0,72.367
2022,Male,1019.0,72.383
2022,Male,1019.0,72.383
2022,Male,1019.0,72.383
2022,Male,1019.0,72.383
2022,Male,1024.0,72.4
2022,Male,1025.0,72.417
2022,Male,1025.0,72.417
2022,Male,1029.0,72.433
2022,Male,1029.0,72.433
2022,Male,1029.0,72.433
2022,Male,1029.0,72.433
2022,Male,1033.0,72.45
2022,Male,1033.0,72.45
2022,Male,1035.0,72.467
2022,Male,1035.0,72.467
2022,Male,1037.0,72.483
2022,Male,1037.0,72.483
2022,Male,1039.0,72.5
2022,Male,1041.0,72.517
2022,Male,1043.0,72.533
2022,Male,1044.0,72.55
2022,Male,1045.0,72.567
2022,Male,1046.0,72.583
2022,Male,1048.0,72.633
2022,Male,1050.0,72.65
2022,Male,1050.0,72.65
2022,Male,1050.0,72.65
2022,Male,1054.0,72.667
2022,Male,1055.0,72.683
2022,Male,1058.0,72.733
2022,Male,1058.0,72.733
2022,Male,1062.0,72.767
2022,Male,1063.0,72.783
2022,Male,1063.0,72.783
2022,Male,1066.0,72.833
2022,Male,1066.0,72.833
2022,Male,1069.0,72.85
2022,Male,1070.0,72.867
2022,Male,1070.0,72.867
2022,Male,1074.0,72.9
2022,Male,1077.0,72.933
2022,Male,1077.0,72.933
2022,Male,1077.0,72.933
2022,Male,1077.0,72.933
2022,Male,1086.0,73.0
2022,Male,1087.0,73.017
2022,Male,1089.0,73.05
2022,Male,1090.0,73.067
2022,Male,1092.0,73.083
2022,Male,1092.0,73.083
2022,Male,1092.0,73.083
2022,Male,1095.0,73.1
2022,Male,1095.0,73.1
2022,Male,1099.0,73.117
2022,Male,1099.0,73.117
2022,Male,1103.0,73.133
2022,Male,1104.0,73.15
2022,Male,1105.0,73.167
2022,Male,1107.0,73.2
2022,Male,1107.0,73.2
2022,Male,1110.0,73.217
2022,Male,1110.0,73.217
2022,Male,1113.0,73.233
2022,Male,1113.0,73.233
2022,Male,1116.0,73.267
2022,Male,1116.0,73.267
2022,Male,1118.0,73.3
2022,Male,1119.0,73.317
2022,Male,1120.0,73.333
2022,Male,1120.0,73.333
2022,Male,1122.0,73.35
2022,Male,1122.0,73.35
2022,Male,1125.0,73.383
2022,Male,1125.0,73.383
2022,Male,1128.0,73.4
2022,Male,1128.0,73.4
2022,Male,1131.0,73.433
2022,Male,1131.0,73.433
2022,Male,1135.0,73.467
2022,Male,1138.0,73.517
2022,Male,1138.0,73.517
2022,Male,1141.0,73.55
2022,Male,1142.0,73.567
2022,Male,1142.0,73.567
2022,Male,1144.0,73.617
2022,Male,1145.0,73.633
2022,Male,1145.0,73.633
2022,Male,1145.0,73.633
2022,Male,1149.0,73.65
2022,Male,1149.0,73.65
2022,Male,1149.0,73.65
2022,Male,1152.0,73.667
2022,Male,1152.0,73.667
2022,Male,1155.0,73.7
2022,Male,1157.0,73.717
2022,Male,1158.0,73.733
2022,Male,1159.0,73.767
2022,Male,1162.0,73.783
2022,Male,1163.0,73.8
2022,Male,1163.0,73.8
2022,Male,1165.0,73.817
2022,Male,1165.0,73.817
2022,Male,1165.0,73.817
2022,Male,1165.0,73.817
2022,Male,1170.0,73.833
2022,Male,1172.0,73.85
2022,Male,1173.0,73.867
2022,Male,1173.0,73.867
2022,Male,1177.0,73.883
2022,Male,1179.0,73.9
2022,Male,1181.0,73.917
2022,Male,1181.0,73.917
2022,Male,1183.0,73.933
2022,Male,1183.0,73.933
2022,Male,1183.0,73.933
2022,Male,1186.0,73.95
2022,Male,1186.0,73.95
2022,Male,1186.0,73.95
2022,Male,1186.0,73.95
2022,Male,1186.0,73.95
2022,Male,1192.0,73.983
2022,Male,1192.0,73.983
2022,Male,1192.0,73.983
2022,Male,1192.0,73.983
2022,Male,1198.0,74.0
2022,Male,1198.0,74.0
2022,Male,1200.0,74.017
2022,Male,1202.0,74.067
2022,Male,1204.0,74.117
2022,Male,1204.0,74.117
2022,Male,1210.0,74.15
2022,Male,1211.0,74.167
2022,Male,1212.0,74.183
2022,Male,1212.0,74.183
2022,Male,1212.0,74.183
2022,Male,1216.0,74.217
2022,Male,1216.0,74.217
2022,Male,1216.0,74.217
2022,Male,1216.0,74.217
2022,Male,1221.0,74.233
2022,Male,1221.0,74.233
2022,Male,1223.0,74.25
2022,Male,1223.0,74.25
2022,Male,1225.0,74.267
2022,Male,1225.0,74.267
2022,Male,1227.0,74.283
2022,Male,1228.0,74.3
2022,Male,1229.0,74.317
2022,Male,1229.0,74.317
2022,Male,1229.0,74.317
2022,Male,1229.0,74.317
2022,Male,1233.0,74.333
2022,Male,1235.0,74.367
2022,Male,1240.0,74.4
2022,Male,1243.0,74.433
2022,Male,1245.0,74.45
2022,Male,1245.0,74.45
2022,Male,1245.0,74.45
2022,Male,1250.0,74.467
2022,Male,1250.0,74.467
2022,Male,1254.0,74.483
2022,Male,1254.0,74.483
2022,Male,1254.0,74.483
2022,Male,1257.0,74.5
2022,Male,1257.0,74.5
2022,Male,1257.0,74.5
2022,Male,1260.0,74.517
2022,Male,1260.0,74.517
2022,Male,1260.0,74.517
2022,Male,1263.0,74.533
2022,Male,1264.0,74.55
2022,Male,1264.0,74.55
2022,Male,1264.0,74.55
2022,Male,1268.0,74.567
2022,Male,1269.0,74.6
2022,Male,1270.0,74.633
